doc_id,entity,is_correct,raw_confidence,confidence_bucket
doc_0062,date,1,0.3910546099037406,MEDIUM
doc_0063,date,1,0.6369142740364289,MEDIUM
doc_0064,date,1,0.870292496753171,LOW
doc_0065,date,1,0.7814996015402328,MEDIUM
doc_0066,date,0,0.7530602316469241,HIGH
doc_0067,date,1,0.7566146545916209,LOW
doc_0068,date,0,0.5336692482928408,HIGH
doc_0069,date,1,0.49083469877192065,LOW
doc_0070,date,1,0.8260847510610337,HIGH
doc_0071,date,0,0.8265737065414674,LOW
doc_0072,date,0,0.8635970070770673,HIGH
doc_0073,date,1,0.8936063591617063,LOW
doc_0074,date,1,0.6323725592596096,MEDIUM
doc_0075,date,1,0.6259855915466797,LOW
doc_0076,date,1,0.8188918663284037,HIGH
doc_0077,date,0,0.7224765550055473,MEDIUM
doc_0078,date,1,0.756278470217507,LOW
doc_0079,date,0,0.8172652351334656,MEDIUM
doc_0080,date,1,0.878503472181418,MEDIUM
doc_0081,date,1,0.5196968519534982,MEDIUM
doc_0082,date,1,0.5441289192159635,MEDIUM
doc_0083,date,0,0.3610882608965648,MEDIUM
doc_0084,date,1,0.675882091647513,MEDIUM
doc_0085,date,1,0.32336247796788237,LOW
doc_0086,date,1,0.6026387117860991,HIGH
doc_0087,date,1,0.6527190125599247,HIGH
doc_0088,date,1,0.48625181388338484,LOW
doc_0089,date,1,0.684041619369857,LOW
doc_0090,date,0,0.3198251624603821,MEDIUM
doc_0091,date,1,0.32427632268698936,MEDIUM
doc_0092,date,1,0.8346903644287778,HIGH
doc_0093,date,1,0.5341239169173209,HIGH
doc_0094,date,1,0.38258933322372507,MEDIUM
doc_0095,date,1,0.6394581190356228,MEDIUM
doc_0096,date,1,0.8004958095140969,MEDIUM
doc_0097,date,1,0.44028366787294804,HIGH
doc_0098,date,0,0.7048788092823501,LOW
doc_0099,date,0,0.3554758522459492,LOW
doc_0100,date,0,0.33359311875959496,MEDIUM
doc_0101,date,1,0.6453805105192961,MEDIUM
doc_0102,date,1,0.6514128290465692,MEDIUM
doc_0103,date,1,0.7143294359738341,LOW
doc_0104,date,1,0.7719593669197299,MEDIUM
doc_0105,date,1,0.9343038516506474,HIGH
doc_0106,date,1,0.6355952263957769,LOW
doc_0107,date,1,0.5099217074118099,LOW
doc_0108,date,1,0.8168710265996573,LOW
doc_0109,date,0,0.47604096332034823,MEDIUM
doc_0110,date,1,0.5853314234586634,MEDIUM
doc_0111,date,0,0.35099664787247287,MEDIUM
doc_0112,date,1,0.3164779832200474,LOW
doc_0113,date,1,0.9257214695406512,LOW
doc_0114,date,1,0.8433870783329337,HIGH
doc_0115,date,1,0.7523832339609036,HIGH
doc_0116,date,1,0.5658194138692754,MEDIUM
doc_0117,date,0,0.4126413080460497,LOW
doc_0118,date,1,0.4016840777362059,LOW
doc_0119,date,1,0.4626578838069869,HIGH
doc_0120,date,1,0.6569973320589783,MEDIUM
doc_0121,date,1,0.7644873497550404,MEDIUM
doc_0122,date,1,0.7291282948665253,LOW
doc_0123,date,0,0.4819570330148628,LOW
doc_0124,date,1,0.920662432431076,LOW
doc_0125,date,1,0.7796329958522494,MEDIUM
doc_0126,date,1,0.6603301341324104,MEDIUM
doc_0127,date,1,0.6976184850523289,HIGH
doc_0128,date,0,0.5727400405780634,HIGH
doc_0129,date,1,0.4610251431757523,LOW
doc_0130,date,1,0.53138224112332,LOW
doc_0131,date,1,0.7925999718018398,LOW
doc_0132,date,0,0.3093557676093413,LOW
doc_0133,date,1,0.3754472163294955,MEDIUM
doc_0134,date,1,0.32990171731413925,MEDIUM
doc_0135,date,1,0.32647372150733056,LOW
doc_0136,date,1,0.8560493796071547,LOW
doc_0137,date,1,0.7573776085970153,HIGH
doc_0138,date,1,0.6082129889067613,MEDIUM
doc_0139,date,1,0.36359220442315093,HIGH
doc_0140,date,1,0.619550318825941,LOW
doc_0141,date,1,0.6077566510073676,MEDIUM
doc_0142,date,1,0.41258121544150983,HIGH
doc_0143,date,1,0.5820035720046824,MEDIUM
doc_0144,date,1,0.5590280773582927,MEDIUM
doc_0145,date,0,0.7003025637339406,MEDIUM
doc_0146,date,1,0.7128108730639684,HIGH
doc_0147,date,1,0.3294476063518289,MEDIUM
doc_0148,date,0,0.5434981995072062,MEDIUM
doc_0149,date,1,0.7068089452142535,MEDIUM
doc_0150,date,1,0.6270385680770569,MEDIUM
doc_0151,date,1,0.8567183967724094,LOW
doc_0152,date,0,0.7281508605523141,MEDIUM
doc_0153,date,1,0.4059073776029293,MEDIUM
doc_0154,date,1,0.3458696858102794,LOW
doc_0155,date,1,0.7175725308341051,MEDIUM
doc_0156,date,1,0.3172323518520542,HIGH
doc_0157,date,1,0.6807541278277511,HIGH
doc_0158,date,1,0.9111496569262223,MEDIUM
doc_0159,date,1,0.6740582156193212,MEDIUM
doc_0160,date,1,0.5523104520342392,MEDIUM
doc_0161,date,1,0.7181373419875295,HIGH
doc_0162,date,1,0.5978643788194857,HIGH
doc_0163,date,1,0.6546509130553576,HIGH
doc_0164,date,0,0.9119521257047413,MEDIUM
doc_0165,date,1,0.5509667145705032,MEDIUM
doc_0166,date,1,0.9247738664855442,MEDIUM
doc_0167,date,0,0.8884779172714413,MEDIUM
doc_0168,date,0,0.42726423761304266,LOW
doc_0169,date,1,0.34508484556885755,MEDIUM
doc_0170,date,1,0.3655057008953273,MEDIUM
doc_0171,date,0,0.31184418667350733,MEDIUM
doc_0172,date,1,0.36138792449135343,MEDIUM
doc_0173,date,1,0.7439544027206318,MEDIUM
doc_0174,date,1,0.34627262149914884,LOW
doc_0175,date,0,0.5073341596909448,LOW
doc_0176,date,1,0.8491689521301454,HIGH
doc_0177,date,1,0.3151267582282868,LOW
doc_0178,date,1,0.8294045136828082,MEDIUM
doc_0179,date,0,0.4832056036027099,HIGH
doc_0180,date,1,0.37680713795407655,MEDIUM
doc_0181,date,0,0.7528791574866979,LOW
doc_0182,date,1,0.7088128504069245,MEDIUM
doc_0183,date,1,0.8703568087925844,MEDIUM
doc_0184,date,1,0.7777961784725257,MEDIUM
doc_0185,date,1,0.8222626047501514,HIGH
doc_0186,date,1,0.48332247217134916,HIGH
doc_0187,date,1,0.4153357034568198,HIGH
doc_0188,date,1,0.7878995885665578,HIGH
doc_0189,date,1,0.8244425805237215,HIGH
doc_0190,date,0,0.9438283423004376,HIGH
doc_0191,date,1,0.5682014899924271,MEDIUM
doc_0192,date,1,0.541811755765309,HIGH
doc_0193,date,1,0.8046684244822979,MEDIUM
doc_0194,date,1,0.5215223011644615,LOW
doc_0195,date,1,0.9049922616423169,MEDIUM
doc_0196,date,1,0.8579682886979576,MEDIUM
doc_0197,date,1,0.5788461177937618,HIGH
doc_0198,date,1,0.7880661940644732,HIGH
doc_0199,date,1,0.7904528681550435,HIGH
